60, 60, 97.165
58.725, 58.459, 97.165
57.45, 56.918, 97.165
56.205, 55.353, 96.414
54.967, 53.782, 96.414
53.764, 52.185, 95.471
52.571, 50.58, 95.471
51.425, 48.94, 94.297
50.296, 47.29, 92.861
49.22, 45.604, 92.861
48.186, 43.892, 91.141
47.194, 42.156, 89.154
46.281, 40.377, 89.154
45.444, 38.561, 86.966
44.689, 36.71, 84.724
44.036, 34.821, 82.66
43.503, 32.894, 81.063
43.108, 30.934, 80.216
42.866, 28.949, 80.305
42.783, 26.951, 81.349
42.858, 24.953, 83.196
43.079, 22.966, 85.581
43.431, 20.998, 88.216
43.891, 19.052, 90.852
44.44, 17.129, 93.316
45.056, 15.226, 95.51
45.725, 13.341, 95.51
46.43, 11.469, 97.392
47.155, 9.606, 98.959
47.89, 7.746, 99.77
48.629, 5.887, 98.765
49.366, 4.028, 97.996
50.091, 2.164, 97.996
50.803, 0.295, 97.427
51.501, -1.579, 97.03
52.176, -3.462, 97.03
52.828, -5.353, 96.775
53.465, -7.248, 96.637
54.064, -9.156, 96.637
54.647, -11.07, 96.594
55.202, -12.991, 96.594
55.728, -14.92, 96.625
56.235, -16.855, 96.625
56.705, -18.799, 96.714
57.161, -20.746, 96.714
57.578, -22.702, 96.844
57.982, -24.661, 96.844
58.351, -26.627, 97.003
58.702, -28.596, 97.003
59.027, -30.569, 97.182
59.325, -32.546, 96.128
59.614, -34.525, 92.368
59.858, -36.51, 88.448
60.101, -38.495, 84.346
60.309, -40.485, 80.035
60.499, -42.475, 75.477
60.685, -44.467, 70.625
60.824, -46.462, 65.415
60.963, -48.457, 59.752
61.084, -50.453, 53.494
61.171, -52.451, 46.398
61.259, -54.449, 38
61.368, -57.784, 0
61.368, -57.784, 0
62.019, -77.773, 0
endData
177.2
100
200
60, 60, 21.345, 14.297, 59.576, 22.062, 61.368, -57.784
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":16,"robotHeight":18,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"XMKLJxAawv","x":60,"y":60,"lock":false,"visible":true,"heading":225,"__type":"end-point"},{"uid":"KrkczJKLZG","x":21.345317032739327,"y":14.29658360961459,"lock":false,"visible":true,"__type":"control"},{"uid":"5ge6xgsqU9","x":59.575735598839614,"y":22.062137380853706,"lock":false,"visible":true,"__type":"control"},{"uid":"4SEEtWHNiH","x":61.36778646912556,"y":-57.783684728553666,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"mSqYrhM8Hh"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":38,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.049},"maxDecelerationRate":177.2},"name":"Path","uid":"BBeSA4xZdC","lock":false,"visible":true}]}
